"Latitude (decimal degrees):	51.507",,,,,,,,,,,,,,,,,
"Longitude (decimal degrees):	0.135",,,,,,,,,,,,,,,,,
"Elevation (m):	3",,,,,,,,,,,,,,,,,
"Radiation database:	PVGIS-SARAH2",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Slope: 40 deg. (optimum),,,,,,,,,,,,,,,,,
Azimuth: -1 deg. (optimum),,,,,,,,,,,,,,,,,
"Nominal power of the PV system (c-Si) (kWp):	150.0",,,,,,,,,,,,,,,,,
"System losses (%):	14.0",,,,,,,,,,,,,,,,,
time,P,G(i),H_sun,T2m,WS10m,Int,,,,,,,,,,,
20140630:0710,40404,351.6,28.4,13.95,1.31,0,,,,,,,,,,,
20140630:0810,68487,568.89,37.7,15.16,1.31,0,,,,,,,,,,,
20140630:0910,78244.5,653.99,46.61,16.15,1.31,0,,,,,,,,,,,
20140630:1010,43311,362.91,54.43,16.88,1.45,0,,,,,,,,,,,
20140630:1110,74593.5,625.44,59.96,17.36,1.72,0,,,,,,,,,,,
20140630:1210,80206.5,677.45,61.63,17.74,1.59,0,,,,,,,,,,,
20140630:1310,15720,143.31,58.78,18.03,1.59,0,,,,,,,,,,,
20140630:1410,44433,372.46,52.48,17.48,1.66,0,,,,,,,,,,,
20140630:1510,22143,194.1,44.27,17.6,1.52,0,,,,,,,,,,,
20140630:1610,54738,461.4,35.2,17.41,1.52,0,,,,,,,,,,,
20140630:1710,16378.5,147.94,25.88,16.48,2.07,0,,,,,,,,,,,
20140630:1810,7584,77.12,16.72,16.32,2.28,0,,,,,,,,,,,
20140630:1910,2451,32.87,8.07,15.64,2.07,0,,,,,,,,,,,
20140630:2010,0,0,0,14.97,2.34,0,,,,,,,,,,,
20140630:2110,0,0,0,14.43,2.48,0,,,,,,,,,,,
20140630:2210,0,0,0,13.82,2.41,0,,,,,,,,,,,
20140630:2310,0,0,0,13.39,2.28,0,,,,,,,,,,,
20140701:0010,0,0,0,13.18,2.21,0,,,,,,,,,,,
20140701:0110,0,0,0,12.68,2.21,0,,,,,,,,,,,
20140701:0210,0,0,0,12.6,2.14,0,,,,,,,,,,,
20140701:0310,0,0,0,12.68,2.07,0,,,,,,,,,,,
20140701:0410,0,0,0,12.51,2.07,0,,,,,,,,,,,
20140701:0510,4410,49.73,10.27,12.71,2.14,0,,,,,,,,,,,
20140701:0610,12148.5,141.5,19.09,14.03,2.21,0,,,,,,,,,,,
20140701:0710,39640.5,345.78,28.33,15.56,2.34,0,,,,,,,,,,,
20140701:0810,68365.5,565.03,37.62,16.86,2.69,0,,,,,,,,,,,
20140701:0910,92533.5,767.63,46.54,17.9,3.17,0,,,,,,,,,,,
20140701:1010,104683.5,878.57,54.35,18.73,3.52,0,,,,,,,,,,,
20140701:1110,117447,1000.42,59.88,19.37,3.52,0,,,,,,,,,,,
20140701:1210,116346,993.5,61.57,19.59,3.45,0,,,,,,,,,,,
20140701:1310,112018.5,953.27,58.73,19.73,3.38,0,,,,,,,,,,,
20140701:1410,89419.5,748.17,52.45,19.3,3.24,0,,,,,,,,,,,
20140701:1510,66682.5,556.12,44.25,19.7,2.9,0,,,,,,,,,,,
20140701:1610,57093,483.58,35.18,19.67,2.41,0,,,,,,,,,,,
20140701:1710,28597.5,272.93,25.86,19.63,2.62,0,,,,,,,,,,,
20140701:1810,5653.5,76.89,16.71,18.63,3.24,0,,,,,,,,,,,
20140701:1910,3444,42.15,8.05,17.4,2.48,0,,,,,,,,,,,
20140701:2010,0,0,0,16.14,2.28,0,,,,,,,,,,,
20140701:2110,0,0,0,14.81,2.28,0,,,,,,,,,,,
20140701:2210,0,0,0,13.81,2.21,0,,,,,,,,,,,
20140701:2310,0,0,0,12.97,1.93,0,,,,,,,,,,,
20140702:0010,0,0,0,11.99,1.59,0,,,,,,,,,,,
20140702:0110,0,0,0,11.52,1.17,0,,,,,,,,,,,
20140702:0210,0,0,0,11.4,1.03,0,,,,,,,,,,,
20140702:0310,0,0,0,11.09,1.03,0,,,,,,,,,,,
20140702:0410,0,0,0,10.36,1.1,0,,,,,,,,,,,
20140702:0510,4048.5,46.36,10.19,10.92,0.9,0,,,,,,,,,,,
20140702:0610,13302,144.07,19.01,12.91,0.62,0,,,,,,,,,,,
20140702:0710,39786,349.64,28.24,14.9,1.03,0,,,,,,,,,,,
20140702:0810,64327.5,538.06,37.54,16.24,1.03,0,,,,,,,,,,,
20140702:0910,86962.5,741.34,46.46,17.56,0.83,0,,,,,,,,,,,
20140702:1010,94770,825.22,54.27,18.78,0.69,0,,,,,,,,,,,
20140702:1110,107742,971.71,59.8,19.55,0.28,0,,,,,,,,,,,
20140702:1210,100212,901.54,61.5,20.12,0.14,0,,,,,,,,,,,
20140702:1310,99414,885.38,58.68,20.85,0.55,0,,,,,,,,,,,
20140702:1410,86709,759.03,52.41,21.48,0.69,0,,,,,,,,,,,
20140702:1510,68883,593.3,44.22,22.18,0.97,0,,,,,,,,,,,
20140702:1610,37633.5,327,35.16,22.14,0.83,0,,,,,,,,,,,
20140702:1710,23194.5,211.49,25.84,21.94,0.97,0,,,,,,,,,,,
20140702:1810,5898,64.4,16.68,21.36,1.45,0,,,,,,,,,,,
20140702:1910,3397.5,42.15,8.02,20.04,2.9,0,,,,,,,,,,,
20140702:2010,0,0,0,18.7,3.45,0,,,,,,,,,,,
20140702:2110,0,0,0,17.63,3.38,0,,,,,,,,,,,
20140702:2210,0,0,0,16.79,2.97,0,,,,,,,,,,,
20140702:2310,0,0,0,16.21,2.55,0,,,,,,,,,,,
20140703:0010,0,0,0,15.7,2.34,0,,,,,,,,,,,
20140703:0110,0,0,0,15.08,2.28,0,,,,,,,,,,,
20140703:0210,0,0,0,14.38,2.28,0,,,,,,,,,,,
20140703:0310,0,0,0,13.82,2.34,0,,,,,,,,,,,
20140703:0410,0,0,0,13.15,2.41,0,,,,,,,,,,,
20140703:0510,3520.5,42.15,10.1,13.23,2.41,0,,,,,,,,,,,
20140703:0610,10888.5,136.23,18.93,14.67,2.55,0,,,,,,,,,,,
20140703:0710,40024.5,350.86,28.16,16.42,3.24,0,,,,,,,,,,,
20140703:0810,68781,568.21,37.46,18.17,3.66,0,,,,,,,,,,,
20140703:0910,93760.5,778.27,46.37,19.75,4.14,0,,,,,,,,,,,
20140703:1010,109231.5,919.25,54.18,21.06,4.62,0,,,,,,,,,,,
20140703:1110,118840.5,1011.83,59.72,22.1,4.9,0,,,,,,,,,,,
20140703:1210,119763,1023.86,61.42,22.94,5.1,0,,,,,,,,,,,
20140703:1310,114666,976.81,58.63,23.53,5.31,0,,,,,,,,,,,
20140703:1410,103345.5,872.82,52.37,23.82,5.38,0,,,,,,,,,,,
20140703:1510,83112,696.28,44.19,23.83,5.38,0,,,,,,,,,,,
20140703:1610,58540.5,497.55,35.13,23.55,5.31,0,,,,,,,,,,,
20140703:1710,28383,274.24,25.81,22.94,5.1,0,,,,,,,,,,,
20140703:1810,10369.5,107.4,16.65,22.03,4.48,0,,,,,,,,,,,
20140703:1910,3483,42.99,7.99,20.56,4,0,,,,,,,,,,,
20140703:2010,0,0,0,19.12,3.59,0,,,,,,,,,,,
20140703:2110,0,0,0,17.77,3.45,0,,,,,,,,,,,
20140703:2210,0,0,0,16.72,3.24,0,,,,,,,,,,,
20140703:2310,0,0,0,15.85,3.17,0,,,,,,,,,,,
20140704:0010,0,0,0,15.13,3.1,0,,,,,,,,,,,
20140704:0110,0,0,0,14.6,3.03,0,,,,,,,,,,,
20140704:0210,0,0,0,14.11,2.97,0,,,,,,,,,,,
20140704:0310,0,0,0,13.73,2.9,0,,,,,,,,,,,
20140704:0410,0,0,0,13.43,2.97,0,,,,,,,,,,,
20140704:0510,4390.5,49.73,10.01,13.71,2.9,0,,,,,,,,,,,
20140704:0610,11599.5,138.35,18.84,15.18,3.03,0,,,,,,,,,,,
20140704:0710,36511.5,316.17,28.07,16.86,3.52,0,,,,,,,,,,,
20140704:0810,51477,427.31,37.37,18.75,3.86,0,,,,,,,,,,,
20140704:0910,85860,714.58,46.28,20.56,4.14,0,,,,,,,,,,,
20140704:1010,107307,908.61,54.09,22.28,4.55,0,,,,,,,,,,,
20140704:1110,117559.5,1005.74,59.63,23.4,5.03,0,,,,,,,,,,,
20140704:1210,119211,1023.76,61.34,24.11,5.24,0,,,,,,,,,,,
20140704:1310,113655,971.94,58.56,24.69,5.52,0,,,,,,,,,,,
20140704:1410,103207.5,873.91,52.33,24.72,5.66,0,,,,,,,,,,,
20140704:1510,82281,689.33,44.15,24.22,5.72,0,,,,,,,,,,,
20140704:1610,57663,488.63,35.1,23.31,5.72,0,,,,,,,,,,,
20140704:1710,28375.5,266.02,25.78,22.15,5.66,0,,,,,,,,,,,
20140704:1810,10225.5,106.49,16.61,20.96,5.45,0,,,,,,,,,,,
20140704:1910,3595.5,43.83,7.94,19.65,4.69,0,,,,,,,,,,,
20140704:2010,0,0,0,18.45,4.48,0,,,,,,,,,,,
20140704:2110,0,0,0,17.42,4.34,0,,,,,,,,,,,
20140704:2210,0,0,0,16.91,4.41,0,,,,,,,,,,,
20140704:2310,0,0,0,16.82,4.62,0,,,,,,,,,,,
20140705:0010,0,0,0,16.84,4.34,0,,,,,,,,,,,
20140705:0110,0,0,0,16.87,4.97,0,,,,,,,,,,,
20140705:0210,0,0,0,16.91,5.31,0,,,,,,,,,,,
20140705:0310,0,0,0,17.02,4.9,0,,,,,,,,,,,
20140705:0410,0,0,0,16.68,4.48,0,,,,,,,,,,,
20140705:0510,3757.5,44.67,9.92,16.16,4.21,0,,,,,,,,,,,
20140705:0610,7062,72.56,18.74,16.11,4.21,0,,,,,,,,,,,
20140705:0710,14310,130.49,27.98,16.24,4.9,0,,,,,,,,,,,
20140705:0810,41391,341.54,37.27,16.31,4.62,0,,,,,,,,,,,
20140705:0910,17842.5,158.73,46.18,17.04,4.21,0,,,,,,,,,,,
20140705:1010,61771.5,507.09,53.99,18.05,4.62,0,,,,,,,,,,,
20140705:1110,27748.5,238.54,59.53,19.5,4.9,0,,,,,,,,,,,
20140705:1210,41764.5,351.43,61.26,20.74,5.17,0,,,,,,,,,,,
20140705:1310,61278,508.65,58.49,21.05,5.66,0,,,,,,,,,,,
20140705:1410,15505.5,142.4,52.27,20.78,5.79,0,,,,,,,,,,,
20140705:1510,11955,113.38,44.11,19.52,5.38,0,,,,,,,,,,,
20140705:1610,16321.5,147.84,35.06,18.91,4.97,0,,,,,,,,,,,
20140705:1710,26593.5,238.8,25.74,19.28,4.69,0,,,,,,,,,,,
20140705:1810,4605,52.61,16.57,19.07,4.34,0,,,,,,,,,,,
20140705:1910,160.5,8.43,7.9,17.93,2.9,0,,,,,,,,,,,
20140705:2010,0,0,0,17.34,2.62,0,,,,,,,,,,,
20140705:2110,0,0,0,16.76,2.62,0,,,,,,,,,,,
20140705:2210,0,0,0,16.27,2.48,0,,,,,,,,,,,
20140705:2310,0,0,0,15.92,2.28,0,,,,,,,,,,,
20140706:0010,0,0,0,15.58,2.14,0,,,,,,,,,,,
20140706:0110,0,0,0,15.38,1.93,0,,,,,,,,,,,
20140706:0210,0,0,0,15.17,1.72,0,,,,,,,,,,,
20140706:0310,0,0,0,15.08,1.59,0,,,,,,,,,,,
20140706:0410,0,0,0,14.81,1.59,0,,,,,,,,,,,
20140706:0510,223.5,9.27,9.82,14.83,1.72,0,,,,,,,,,,,
20140706:0610,1311,21.77,18.64,15.04,2.21,0,,,,,,,,,,,
20140706:0710,7773,78,27.88,14.54,2.28,0,,,,,,,,,,,
20140706:0810,12798,117.91,37.18,14.25,2.34,0,,,,,,,,,,,
20140706:0910,26971.5,228.37,46.08,14.42,2.55,0,,,,,,,,,,,
20140706:1010,45466.5,374.64,53.89,15.35,2.83,0,,,,,,,,,,,
20140706:1110,58092,477.58,59.43,15.92,2.83,0,,,,,,,,,,,
20140706:1210,49339.5,408.61,61.16,17.06,3.1,0,,,,,,,,,,,
20140706:1310,73084.5,606.11,58.41,18.65,3.52,0,,,,,,,,,,,
20140706:1410,67627.5,560.83,52.21,19.49,3.79,0,,,,,,,,,,,
20140706:1510,12927,121.54,44.06,19.9,3.86,0,,,,,,,,,,,
20140706:1610,25650,222.6,35.01,19.78,4.07,0,,,,,,,,,,,
20140706:1710,26359.5,237.22,25.69,19.53,4.07,0,,,,,,,,,,,
20140706:1810,9877.5,104.06,16.52,18.91,3.59,0,,,,,,,,,,,
20140706:1910,2418,32.87,7.84,18.21,3.17,0,,,,,,,,,,,
20140706:2010,0,0,0,17.2,3.1,0,,,,,,,,,,,
20140706:2110,0,0,0,16.2,2.97,0,,,,,,,,,,,
20140706:2210,0,0,0,15.44,2.9,0,,,,,,,,,,,
20140706:2310,0,0,0,14.57,2.83,0,,,,,,,,,,,
20140707:0010,0,0,0,13.73,2.83,0,,,,,,,,,,,
20140707:0110,0,0,0,13.05,2.69,0,,,,,,,,,,,
20140707:0210,0,0,0,12.38,2.55,0,,,,,,,,,,,
20140707:0310,0,0,0,11.8,2.41,0,,,,,,,,,,,
20140707:0410,0,0,0,11.32,2.28,0,,,,,,,,,,,
20140707:0510,4237.5,48.05,9.71,11.57,2,0,,,,,,,,,,,
20140707:0610,12937.5,139.81,18.54,13.3,2,0,,,,,,,,,,,
20140707:0710,38257.5,331.34,27.78,14.41,2.41,0,,,,,,,,,,,
20140707:0810,60814.5,499.53,37.07,16.1,3.03,0,,,,,,,,,,,
20140707:0910,86395.5,712.65,45.98,17.51,3.38,0,,,,,,,,,,,
20140707:1010,83985,696.93,53.78,18.54,3.59,0,,,,,,,,,,,
20140707:1110,80743.5,672.85,59.32,19.25,3.59,0,,,,,,,,,,,
20140707:1210,41682,350.58,61.06,19.46,3.52,0,,,,,,,,,,,
20140707:1310,74166,618.84,58.33,19.95,3.59,0,,,,,,,,,,,
20140707:1410,76396.5,635.95,52.14,19.86,3.66,0,,,,,,,,,,,
20140707:1510,55152,458.2,44,19.52,3.66,0,,,,,,,,,,,
20140707:1610,52206,437.91,34.96,19.15,3.38,0,,,,,,,,,,,
20140707:1710,25053,224.3,25.64,19.11,2.97,0,,,,,,,,,,,
20140707:1810,10746,105.81,16.47,18.66,2.76,0,,,,,,,,,,,
20140707:1910,2152.5,30.35,7.79,17.95,2,0,,,,,,,,,,,
20140707:2010,0,0,0,17.02,1.38,0,,,,,,,,,,,
20140707:2110,0,0,0,15.63,1.1,0,,,,,,,,,,,
20140707:2210,0,0,0,14.65,0.9,0,,,,,,,,,,,
20140707:2310,0,0,0,14.4,0.76,0,,,,,,,,,,,
20140708:0010,0,0,0,13.79,0.83,0,,,,,,,,,,,
20140708:0110,0,0,0,12.84,0.97,0,,,,,,,,,,,
20140708:0210,0,0,0,12.11,1.1,0,,,,,,,,,,,
20140708:0310,0,0,0,11.49,1.24,0,,,,,,,,,,,
20140708:0410,0,0,0,10.95,1.45,0,,,,,,,,,,,
20140708:0510,4743,52.26,9.6,11.12,1.38,0,,,,,,,,,,,
20140708:0610,12829.5,120.76,18.43,13.63,1.24,0,,,,,,,,,,,
20140708:0710,38674.5,338.88,27.67,14.82,1.45,0,,,,,,,,,,,
20140708:0810,66006,550.33,36.97,16.39,1.45,0,,,,,,,,,,,
20140708:0910,80773.5,678.11,45.87,17.8,1.66,0,,,,,,,,,,,
20140708:1010,83976,707.79,53.67,18.63,2.07,0,,,,,,,,,,,
20140708:1110,9024,89.79,59.2,19.18,2.21,0,,,,,,,,,,,
20140708:1210,40137,340.4,60.95,19.5,2.07,0,,,,,,,,,,,
20140708:1310,13665,127.89,58.24,20.02,1.93,0,,,,,,,,,,,
20140708:1410,23026.5,203.17,52.07,20.32,2.14,0,,,,,,,,,,,
20140708:1510,31569,271.28,43.94,20.25,2.41,0,,,,,,,,,,,
20140708:1610,8106,82.54,34.9,19.99,1.93,0,,,,,,,,,,,
20140708:1710,10119,98.86,25.59,19.26,1.52,0,,,,,,,,,,,
20140708:1810,8995.5,89.86,16.41,18.21,1.24,0,,,,,,,,,,,
20140708:1910,2914.5,37.09,7.72,15.42,2.41,0,,,,,,,,,,,
20140708:2010,0,0,0,14.88,1.93,0,,,,,,,,,,,
20140708:2110,0,0,0,14.45,1.93,0,,,,,,,,,,,
20140708:2210,0,0,0,14.22,1.93,0,,,,,,,,,,,
20140708:2310,0,0,0,13.79,2.07,0,,,,,,,,,,,
20140709:0010,0,0,0,13.25,2.28,0,,,,,,,,,,,
20140709:0110,0,0,0,12.93,2.48,0,,,,,,,,,,,
20140709:0210,0,0,0,12.85,2.76,0,,,,,,,,,,,
20140709:0310,0,0,0,12.96,3.1,0,,,,,,,,,,,
20140709:0410,0,0,0,13.03,3.38,0,,,,,,,,,,,
20140709:0510,1941,27.82,9.49,13.31,3.66,0,,,,,,,,,,,
20140709:0610,11004,104.3,18.32,13.63,4.14,0,,,,,,,,,,,
20140709:0710,23019,197.84,27.56,14.25,4.83,0,,,,,,,,,,,
20140709:0810,54301.5,439.14,36.86,15.07,5.93,0,,,,,,,,,,,
20140709:0910,89572.5,720.56,45.76,16.15,6.21,0,,,,,,,,,,,
20140709:1010,99022.5,805.03,53.55,17.55,6.55,0,,,,,,,,,,,
20140709:1110,90198,737.63,59.08,18.89,6.76,0,,,,,,,,,,,
20140709:1210,100797,829.08,60.84,20.28,7.66,0,,,,,,,,,,,
20140709:1310,85962,705.21,58.14,20.88,8.07,0,,,,,,,,,,,
20140709:1410,99132,812.68,51.99,20.77,7.79,0,,,,,,,,,,,
20140709:1510,58041,477.87,43.88,21.01,7.72,0,,,,,,,,,,,
20140709:1610,56379,469.7,34.84,20.55,6.69,0,,,,,,,,,,,
20140709:1710,27718.5,252.21,25.53,20.48,6.62,0,,,,,,,,,,,
20140709:1810,10137,105.31,16.35,20.1,6.28,0,,,,,,,,,,,
20140709:1910,976.5,18.54,7.65,19.28,6.34,0,,,,,,,,,,,
20140709:2010,0,0,0,18.27,6.28,0,,,,,,,,,,,
20140709:2110,0,0,0,17.33,6.07,0,,,,,,,,,,,
20140709:2210,0,0,0,16.64,5.86,0,,,,,,,,,,,
20140709:2310,0,0,0,16.03,5.79,0,,,,,,,,,,,
20140710:0010,0,0,0,15.69,5.86,0,,,,,,,,,,,
20140710:0110,0,0,0,15.52,5.93,0,,,,,,,,,,,
20140710:0210,0,0,0,15.27,5.86,0,,,,,,,,,,,
20140710:0310,0,0,0,14.84,5.66,0,,,,,,,,,,,
20140710:0410,0,0,0,14.48,5.52,0,,,,,,,,,,,
20140710:0510,4089,47.2,9.37,14.25,5.24,0,,,,,,,,,,,
20140710:0610,10141.5,97.06,18.21,13.87,4.48,0,,,,,,,,,,,
20140710:0710,5472,58.96,27.45,14.57,5.86,0,,,,,,,,,,,
20140710:0810,11220,105.21,36.74,14.42,5.59,0,,,,,,,,,,,
20140710:0910,6016.5,63.49,45.64,14.62,5.86,0,,,,,,,,,,,
20140710:1010,11548.5,107.93,53.43,14.66,5.1,0,,,,,,,,,,,
20140710:1110,14416.5,130.61,58.96,15.09,5.1,0,,,,,,,,,,,
20140710:1210,9778.5,94.33,60.72,15.62,4.9,0,,,,,,,,,,,
20140710:1310,11808,110.66,58.04,16.16,5.17,0,,,,,,,,,,,
20140710:1410,6732,69.84,51.91,16.16,4.76,0,,,,,,,,,,,
20140710:1510,8502,84.35,43.8,16.27,4.14,0,,,,,,,,,,,
20140710:1610,9171,89.79,34.77,16.19,3.24,0,,,,,,,,,,,
20140710:1710,4048.5,47.16,25.46,15.78,3.03,0,,,,,,,,,,,
20140710:1810,2236.5,30.84,16.28,15.47,3.03,0,,,,,,,,,,,
20140710:1910,2731.5,35.4,7.57,15.32,2.69,0,,,,,,,,,,,
20140710:2010,0,0,0,14.83,2.62,0,,,,,,,,,,,
20140710:2110,0,0,0,14.46,2.55,0,,,,,,,,,,,
20140710:2210,0,0,0,14.07,2.48,0,,,,,,,,,,,
20140710:2310,0,0,0,13.75,2.48,0,,,,,,,,,,,
20140711:0010,0,0,0,13.22,2.62,0,,,,,,,,,,,
20140711:0110,0,0,0,13.19,2.62,0,,,,,,,,,,,
20140711:0210,0,0,0,13.03,2.69,0,,,,,,,,,,,
20140711:0310,0,0,0,13.13,2.76,0,,,,,,,,,,,
20140711:0410,0,0,0,13.19,2.97,0,,,,,,,,,,,
20140711:0510,3234,39.62,9.25,13.26,3.24,0,,,,,,,,,,,
20140711:0610,13050,122.71,18.09,13.44,3.38,0,,,,,,,,,,,
20140711:0710,9165,88.89,27.33,13.92,3.52,0,,,,,,,,,,,
20140711:0810,9294,89.79,36.63,13.56,3.52,0,,,,,,,,,,,
20140711:0910,12975,118.82,45.52,13.68,3.59,0,,,,,,,,,,,
20140711:1010,16095,143.31,53.3,14.17,4,0,,,,,,,,,,,
20140711:1110,9802.5,94.33,58.82,14.96,3.93,0,,,,,,,,,,,
20140711:1210,10438.5,99.77,60.59,15.91,4,0,,,,,,,,,,,
20140711:1310,9705,94.33,57.93,16.99,4.07,0,,,,,,,,,,,
20140711:1410,19950,175.96,51.82,17.91,4,0,,,,,,,,,,,
20140711:1510,13438.5,125.17,43.72,18.96,3.66,0,,,,,,,,,,,
20140711:1610,12720,119.73,34.7,19.33,2.9,0,,,,,,,,,,,
20140711:1710,9123,90.7,25.38,19.48,2.41,0,,,,,,,,,,,
20140711:1810,5962.5,64.4,16.2,19.4,2.21,0,,,,,,,,,,,
20140711:1910,903,17.7,7.49,18.58,2.07,0,,,,,,,,,,,
20140711:2010,0,0,0,17.76,2.07,0,,,,,,,,,,,
20140711:2110,0,0,0,16.92,1.86,0,,,,,,,,,,,
20140711:2210,0,0,0,16.07,1.66,0,,,,,,,,,,,
20140711:2310,0,0,0,15.44,1.66,0,,,,,,,,,,,
20140712:0010,0,0,0,14.77,1.66,0,,,,,,,,,,,
20140712:0110,0,0,0,14.38,1.79,0,,,,,,,,,,,
20140712:0210,0,0,0,14.6,1.72,0,,,,,,,,,,,
20140712:0310,0,0,0,14.67,1.66,0,,,,,,,,,,,
20140712:0410,0,0,0,14.64,1.66,0,,,,,,,,,,,
20140712:0510,2101.5,29.5,9.13,14.71,1.66,0,,,,,,,,,,,
20140712:0610,6651,68.93,17.97,14.93,2.48,0,,,,,,,,,,,
20140712:0710,18145.5,160.68,27.21,15.22,2.55,0,,,,,,,,,,,
20140712:0810,15559.5,140.59,36.5,16.05,2.41,0,,,,,,,,,,,
20140712:0910,22693.5,197.73,45.39,17.05,1.93,0,,,,,,,,,,,
20140712:1010,57361.5,481.91,53.17,18.28,1.31,0,,,,,,,,,,,
20140712:1110,110140.5,971.03,58.68,19.91,1.31,0,,,,,,,,,,,
20140712:1210,114379.5,1019.62,60.46,21.4,1.45,0,,,,,,,,,,,
20140712:1310,107488.5,951.57,57.81,22.61,1.66,0,,,,,,,,,,,
20140712:1410,93343.5,817.08,51.72,23.45,1.59,0,,,,,,,,,,,
20140712:1510,62934,540.54,43.64,23.78,1.72,0,,,,,,,,,,,
20140712:1610,43998,380.6,34.62,23.89,2.21,0,,,,,,,,,,,
20140712:1710,13000.5,124.01,25.3,22.86,2.41,0,,,,,,,,,,,
20140712:1810,8746.5,88.98,16.12,21.63,2.21,0,,,,,,,,,,,
20140712:1910,463.5,12.64,7.4,20.77,1.66,0,,,,,,,,,,,
20140712:2010,0,0,0,19.87,1.93,0,,,,,,,,,,,
20140712:2110,0,0,0,19,2.34,0,,,,,,,,,,,
20140712:2210,0,0,0,18.41,2.62,0,,,,,,,,,,,
20140712:2310,0,0,0,18.05,2.76,0,,,,,,,,,,,
20140713:0010,0,0,0,17.6,2.76,0,,,,,,,,,,,
20140713:0110,0,0,0,17.18,2.55,0,,,,,,,,,,,
20140713:0210,0,0,0,16.61,2.48,0,,,,,,,,,,,
20140713:0310,0,0,0,16.16,2.28,0,,,,,,,,,,,
20140713:0410,0,0,0,15.95,2.07,0,,,,,,,,,,,
20140713:0510,4236,48.89,9,16.08,1.86,0,,,,,,,,,,,
20140713:0610,3313.5,40.82,17.84,16.34,1.79,0,,,,,,,,,,,
20140713:0710,18319.5,163.31,27.09,16.86,2.34,0,,,,,,,,,,,
20140713:0810,25786.5,221.76,36.38,17.09,2.48,0,,,,,,,,,,,
20140713:0910,18618,165.98,45.26,17.88,2.28,0,,,,,,,,,,,
20140713:1010,46881,393.45,53.03,18.84,2.21,0,,,,,,,,,,,
20140713:1110,56812.5,478.8,58.54,20.63,2.48,0,,,,,,,,,,,
20140713:1210,83892,713.92,60.32,21.96,2.97,0,,,,,,,,,,,
20140713:1310,73270.5,616.57,57.69,22.03,3.79,0,,,,,,,,,,,
20140713:1410,35329.5,299.37,51.61,20.13,4.62,0,,,,,,,,,,,
20140713:1510,62323.5,514.99,43.54,20.01,4.76,0,,,,,,,,,,,
20140713:1610,28849.5,248.07,34.53,20.12,4.69,0,,,,,,,,,,,
20140713:1710,20610,185.19,25.22,20.16,4.69,0,,,,,,,,,,,
20140713:1810,9319.5,100.39,16.03,20.08,4.28,0,,,,,,,,,,,
20140713:1910,2763,36.25,7.3,19.4,3.17,0,,,,,,,,,,,
20140713:2010,0,0,0,18.58,3.38,0,,,,,,,,,,,
20140713:2110,0,0,0,17.66,3.79,0,,,,,,,,,,,
20140713:2210,0,0,0,16.43,3.72,0,,,,,,,,,,,
20140713:2310,0,0,0,15.32,3.31,0,,,,,,,,,,,
20140714:0010,0,0,0,14.33,3.17,0,,,,,,,,,,,
20140714:0110,0,0,0,13.6,3.1,0,,,,,,,,,,,
20140714:0210,0,0,0,12.92,2.97,0,,,,,,,,,,,
20140714:0310,0,0,0,12.42,2.83,0,,,,,,,,,,,
20140714:0410,0,0,0,12,2.83,0,,,,,,,,,,,
20140714:0510,4426.5,49.73,8.87,12.1,2.83,0,,,,,,,,,,,
20140714:0610,11115,129.84,17.71,13.21,2.83,0,,,,,,,,,,,
20140714:0710,37428,324.25,26.96,14.55,3.24,0,,,,,,,,,,,
20140714:0810,67572,553.81,36.25,16,3.31,0,,,,,,,,,,,
20140714:0910,91828.5,760.04,45.13,17.56,3.17,0,,,,,,,,,,,
20140714:1010,103410,868.87,52.89,18.98,3.45,0,,,,,,,,,,,
20140714:1110,113109,964.44,58.39,19.6,3.31,0,,,,,,,,,,,
20140714:1210,118420.5,1014.52,60.17,20.58,3.72,0,,,,,,,,,,,
20140714:1310,114313.5,975.36,57.56,21.33,4,0,,,,,,,,,,,
20140714:1410,100275,843.68,51.5,21.65,4.41,0,,,,,,,,,,,
20140714:1510,74368.5,618.9,43.45,21.69,4.69,0,,,,,,,,,,,
20140714:1610,59058,496.52,34.44,21.09,4.76,0,,,,,,,,,,,
20140714:1710,21865.5,196.36,25.13,20.48,4.48,0,,,,,,,,,,,
20140714:1810,4506,70.26,15.93,19.86,4.21,0,,,,,,,,,,,
20140714:1910,3042,38.77,7.2,19.24,4.69,0,,,,,,,,,,,
20140714:2010,0,0,0,18.09,4.34,0,,,,,,,,,,,
20140714:2110,0,0,0,17.25,4,0,,,,,,,,,,,
20140714:2210,0,0,0,16.91,3.86,0,,,,,,,,,,,
20140714:2310,0,0,0,16.78,3.86,0,,,,,,,,,,,
20140715:0010,0,0,0,16.67,3.86,0,,,,,,,,,,,
20140715:0110,0,0,0,16.52,3.86,0,,,,,,,,,,,
20140715:0210,0,0,0,16.65,3.79,0,,,,,,,,,,,
20140715:0310,0,0,0,16.77,3.59,0,,,,,,,,,,,
20140715:0410,0,0,0,16.87,3.31,0,,,,,,,,,,,
20140715:0510,2799,36.25,8.73,16.99,3.03,0,,,,,,,,,,,
20140715:0610,10458,101.84,17.58,17.42,3.24,0,,,,,,,,,,,
20140715:0710,28668,249.57,26.83,18.12,3.38,0,,,,,,,,,,,
20140715:0810,51744,430.26,36.12,19.2,3.93,0,,,,,,,,,,,
